"Ano Lançamento","Mês Base Lançamento","Esfera Orçamentária",,"UO - Órgão Máximo",,"Unidade Orçamentária",,"Grupo Despesa",,"Modalidade Aplicação",,"Resultado EOF",,"Função Governo",,"Subfunção Governo",,"Programa Governo",,"Ação Governo",,"Região PT","UF PT",,"Município PT","Movim. Líquido - R$ (Item Informação)"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2029","DESENVOLVIMENTO REGIONAL E TERRITORIAL","7K66","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORDESTE","PI","PIAUI","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","18","GESTAO AMBIENTAL","541","PRESERVACAO E CONSERVACAO AMBIENTAL","2040","GESTAO DE RISCOS E DE DESASTRES","14RL","APOIO A EXECUCAO DE ESTUDOS, PLANOS, PROJETOS E OBRAS DE PRE","NORDESTE","PE","PERNAMBUCO","SEM INFORMACAO","9.963.183,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","18","GESTAO AMBIENTAL","541","PRESERVACAO E CONSERVACAO AMBIENTAL","2218","GESTAO DE RISCOS E DE DESASTRES","14RL","APOIO A EXECUCAO DE ESTUDOS, PLANOS, PROJETOS E OBRAS DE PRE","NORDESTE","PE","PERNAMBUCO","SEM INFORMACAO","2.562.724,77"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORTE","RR","RORAIMA","IRACEMA","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","7K66","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORTE","AC","ACRE","SEM INFORMACAO","6.082.752,85"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","NORTE","AC","ACRE","SENA MADUREIRA","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","9","DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","7K66","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","9","DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","10T2","APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","1.722.796,80"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","30","TRANSFER. A ESTADOS E AO DISTRITO FEDERAL","9","DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","345.377,48"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","607","IRRIGACAO","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00TD","APOIO AOS POLOS E PROJETOS DE AGRICULTURA IRRIGADA","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","2029","DESENVOLVIMENTO REGIONAL E TERRITORIAL","214S","ESTRUTURACAO E DINAMIZACAO DE ATIVIDADES PRODUTIVAS - ROTAS","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","06","SEGURANCA PUBLICA","182","DEFESA CIVIL","2218","GESTAO DE RISCOS E DE DESASTRES","22BO","ACOES DE PROTECAO E DEFESA CIVIL","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","6.890.640,42"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","06","SEGURANCA PUBLICA","182","DEFESA CIVIL","2218","GESTAO DE RISCOS E DE DESASTRES","8865","APOIO A EXECUCAO DE PROJETOS E OBRAS DE CONTENCAO DE ENCOSTA","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","1.626.402,29"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","06","SEGURANCA PUBLICA","182","DEFESA CIVIL","2318","GESTAO DE RISCOS E DE DESASTRES","22BO","ACOES DE PROTECAO E DEFESA CIVIL","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","8.970.943,72"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","06","SEGURANCA PUBLICA","182","DEFESA CIVIL","2318","GESTAO DE RISCOS E DE DESASTRES","22BO","ACOES DE PROTECAO E DEFESA CIVIL","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","15.493.298,93"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","2","PRIMARIO DISCRICIONARIO","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","3","PRIMARIO SEM IMPACTO FISCAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2040","GESTAO DE RISCOS E DE DESASTRES","8865","APOIO A EXECUCAO DE PROJETOS E OBRAS DE CONTENCAO DE ENCOSTA","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","780.259,19"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","3","PRIMARIO SEM IMPACTO FISCAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2049","MORADIA DIGNA","10S3","APOIO A URBANIZACAO DE ASSENTAMENTOS PRECARIOS","NACIONAL","-8","SEM INFORMACAO","SEM INFORMACAO","396.199,11"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","SUDESTE","MG","MINAS GERAIS","SEM INFORMACAO","960.019,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2029","DESENVOLVIMENTO REGIONAL E TERRITORIAL","7K66","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORDESTE","AL","ALAGOAS","SEM INFORMACAO","350.000,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2029","DESENVOLVIMENTO REGIONAL E TERRITORIAL","7K66","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORTE","PA","PARA","SEM INFORMACAO","151.239,39"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2317","DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORDESTE","MA","MARANHAO","SEM INFORMACAO","477.500,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2317","DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","716.250,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2054","PLANEJAMENTO URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","238.750,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SY","APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE","CENTRO-OESTE","GO","GOIAS","SEM INFORMACAO","287.306,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","10T2","APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE","NORTE","PA","PARA","SEM INFORMACAO","1.610.019,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","CENTRO-OESTE","MS","MATO GROSSO DO SUL","SEM INFORMACAO","981.588,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","NORDESTE","PE","PERNAMBUCO","SEM INFORMACAO","404.710,96"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","SUDESTE","ES","ESPIRITO SANTO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","1.595.253,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","1D73","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","SUL","SC","SANTA CATARINA","SEM INFORMACAO","506.992,20"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2219","MOBILIDADE URBANA","00T1","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","CENTRO-OESTE","GO","GOIAS","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2219","MOBILIDADE URBANA","00T1","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","NORDESTE","BA","BAHIA","SEM INFORMACAO","481.104,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2219","MOBILIDADE URBANA","00T1","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","SUDESTE","ES","ESPIRITO SANTO","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2219","MOBILIDADE URBANA","00T1","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","238.856,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","15","URBANISMO","451","INFRA-ESTRUTURA URBANA","2219","MOBILIDADE URBANA","00T1","APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","287.306,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORDESTE","PB","PARAIBA","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORTE","RR","RORAIMA","IRACEMA","776.919,47"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","20","AGRICULTURA","608","PROMOCAO DA PRODUCAO AGROPECUARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","SUL","SC","SANTA CATARINA","SEM INFORMACAO","0,00"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORTE","AC","ACRE","SEM INFORMACAO","374.512,35"
"2025","FEVEREIRO","1","ORCAMENTO FISCAL","53000","MINIST. DA INTEGR. E DO DESENVOLV. REGIONAL","53101","MIN. DA INTEGR. E DO DESENVOLVIMENTO REGIONAL","4","INVESTIMENTOS","40","TRANSFERENCIAS A MUNICIPIOS","7","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA DE BANCADA","15","URBANISMO","244","ASSISTENCIA COMUNITARIA","2217","DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO","00SX","APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGR","NORTE","RR","RORAIMA","IRACEMA","0,00"
